Unnamed: 0,match_number,name,start_date,matchtype,series_id,match_detail_id,scorecard_id,title,runs,over,run_rate,match_id,opp_team_id,team_id
1371,3.0,Sri Lanka v India,2010-08-03 04:30:00+00:00,test,177,728,1443,India 2nd Innings,258,68.3,3.76,618,8,2
1121,1.0,Australia v Sri Lanka,2017-02-17 14:10:00+00:00,t20,150,578,1214,Sri Lanka Innings,172,20.0,8.6,542,1,8
2671,13.0,Chennai Super Kings v Royal Challengers Bangalore,2012-04-12 10:30:00+00:00,t20,235,1660,2737,Chennai Super Kings Innings,208,20.0,10.4,1265,26,20
3023,28.0,Royal Challengers Bangalore v Mumbai Indians,2009-05-03 11:15:00+00:00,t20,238,1838,3089,Mumbai Indians Innings,149,20.0,7.45,1443,26,21
1620,5.0,India v Sri Lanka,2008-02-12 04:30:00+00:00,odi,206,872,1690,India Innings,195,29.0,6.72,732,8,2
5416,5.0,Sri Lanka v England,2014-12-10 09:00:00+00:00,odi,457,3477,5465,Sri Lanka Innings,239,49.0,4.87,2553,5,8
2025,15.0,Rajasthan Royals v Kolkata Knight Riders,2018-04-18 14:30:00+00:00,t20,230,1326,2084,Rajasthan Royals Innings,160,20.0,8.0,931,24,27
600,5.0,India v South Africa,2015-10-25 08:00:00+00:00,odi,65,4556,640,South Africa Innings,438,50.0,8.76,253,2,6
628,4.0,India v New Zealand,2016-10-26 08:00:00+00:00,odi,67,4575,658,New Zealand Innings,260,50.0,5.2,262,2,4
5625,1.0,England v West Indies,2017-09-19 07:00:00+00:00,odi,475,3556,5669,England Innings,210,30.5,6.81,2621,3,5
5604,1.0,England v Bangladesh,2017-06-01 05:00:00+00:00,odi,69,3549,5665,England Innings,308,47.2,6.5,2619,7,5
5567,0.0,England v Ireland,2019-07-24 05:30:00+00:00,test,470,3411,5629,Ireland 2nd Innings,38,15.4,2.42,2602,5,11
4028,2.0,New Zealand v England,2013-03-14 05:00:00+00:00,test,266,2390,4088,New Zealand 2nd Innings,162,68.0,2.38,1929,5,4
4127,1.0,New Zealand v Bangladesh,2017-01-12 05:30:00+00:00,test,279,2422,4193,Bangladesh 1st Innings,595,152.0,3.91,1959,4,7
5319,1.0,Australia v England,2011-01-16 08:50:00+00:00,odi,447,3251,5380,England Innings,294,49.4,5.91,2508,1,5
6198,3.0,India v England,2021-02-24 14:30:00+00:00,test,27,4840,6248,India inning,49,7.4,6.39130434782609,3017,5,2
4435,1.0,New Zealand v Pakistan,2010-12-26 08:30:00+00:00,t20,325,2600,4510,New Zealand Innings,146,17.1,8.5,2105,9,4
2883,39.0,Kolkata Knight Riders v Delhi Daredevils,2010-04-07 14:30:00+00:00,t20,237,1768,2949,Kolkata Knight Riders Innings,181,20.0,9.05,1373,22,24
2459,49.0,Mumbai Indians v Chennai Super Kings,2013-05-05 10:30:00+00:00,t20,234,1548,2525,Chennai Super Kings Innings,79,15.2,5.15,1153,21,20
899,1.0,Ireland v India,2018-06-27 10:30:00+00:00,t20,111,4808,916,India Innings,208,20.0,10.4,393,11,2
4432,2.0,New Zealand v Sri Lanka,2010-05-23 06:30:00+00:00,t20,324,2599,4507,New Zealand Innings,81,17.3,4.62,2104,8,4
3491,0.0,Melbourne Renegades v Melbourne Stars,2015-01-03 13:40:00+00:00,t20,244,2075,3557,Melbourne Renegades Innings,57,12.4,4.5,1680,35,38
1861,37.0,Delhi Capitals v Kings XI Punjab,2019-04-20 14:30:00+00:00,t20,229,1244,1920,Kings XI Punjab Innings,163,20.0,8.15,849,22,25
705,8.0,India v South Africa,2019-06-05 05:00:00+00:00,odi,80,4667,764,India Innings,230,47.3,4.84,315,6,2
5946,44.0,Rajasthan Royals v Mumbai Indians,2014-05-19 10:30:00+00:00,t20,503,3811,5995,Rajasthan Royals Innings,153,20.0,7.65,2790,21,27
2681,7.0,Rajasthan Royals v Kolkata Knight Riders,2012-04-08 10:30:00+00:00,t20,235,1666,2747,Rajasthan Royals Innings,164,20.0,8.2,1271,24,27
3432,21.0,Melbourne Stars v Hobart Hurricanes,2016-01-06 14:10:00+00:00,t20,243,2046,3498,Hobart Hurricanes Innings,124,20.0,6.2,1651,35,40
760,1.0,Australia v India,2012-02-01 14:05:00+00:00,t20,90,4706,815,India Innings,140,20.0,7.0,342,1,2
1702,2.0,India v Pakistan,2011-03-30 09:00:00+00:00,odi,41,4435,417,Pakistan Innings,231,49.5,4.63,140,2,9
2124,25.0,Mumbai Indians v Delhi Daredevils,2017-04-22 14:30:00+00:00,t20,231,1376,2183,Delhi Daredevils Innings,128,20.0,6.4,981,21,22
4101,1.0,New Zealand v Sri Lanka,2015-12-10 05:00:00+00:00,test,274,2412,4161,New Zealand 2nd Innings,267,65.4,4.06,1949,8,4
4409,1.0,New Zealand v England,2008-02-05 13:30:00+00:00,t20,318,2584,4481,England Innings,184,20.0,9.2,2091,4,5
535,9.0,Afghanistan v India,2014-03-05 08:30:00+00:00,odi,58,4515,578,India Innings,160,32.2,4.94,221,13,2
4864,2.0,South Africa v Sri Lanka,2017-01-02 04:30:00+00:00,test,394,2948,4933,South Africa 1st Innings,392,116.0,3.37,2315,8,6
3072,2.0,Royal Challengers Bangalore v Rajasthan Royals,2009-04-18 11:40:00+00:00,t20,238,1864,3138,Rajasthan Royals Innings,58,15.1,3.82,1469,26,27
3140,26.0,Chennai Super Kings v Deccan Chargers,2008-05-06 14:30:00+00:00,t20,239,1899,3206,Deccan Chargers Innings,148,18.0,8.22,1504,20,31
2586,58.0,Kolkata Knight Riders v Mumbai Indians,2012-05-12 10:30:00+00:00,t20,235,1615,2651,Kolkata Knight Riders Innings,155,20.0,7.75,1220,21,24
1454,0.0,India v New Zealand,2005-09-06 04:00:00+00:00,odi,185,791,1532,New Zealand Innings,278,48.1,5.77,651,2,4
1259,1.0,Bangladesh v India,2007-05-18 04:00:00+00:00,test,166,698,1330,India 1st Innings,387,98.5,3.91,588,7,2
5823,48.0,Sunrisers Hyderabad v Kings XI Punjab,2015-05-11 14:30:00+00:00,t20,502,3747,5872,Kings XI Punjab Innings,180,20.0,9.0,2726,23,25
551,28.0,India v West Indies,2015-03-06 09:00:00+00:00,odi,63,4538,616,West Indies Innings,182,44.2,4.1,241,2,3
2041,7.0,Sunrisers Hyderabad v Mumbai Indians,2018-04-12 14:30:00+00:00,t20,230,1334,2100,Mumbai Indians Innings,147,20.0,7.35,939,23,21
5744,1.0,England v Sri Lanka,2010-05-13 06:00:00+00:00,t20,224,3648,5795,England Innings,132,16.0,8.25,2687,8,5
5069,2.0,South Africa v Bangladesh,2017-10-18 04:30:00+00:00,odi,404,3100,5146,South Africa Innings,353,50.0,7.06,2399,7,6
2593,54.0,Mumbai Indians v Royal Challengers Bangalore,2012-05-09 14:30:00+00:00,t20,235,1619,2658,Mumbai Indians Innings,141,20.0,7.05,1224,26,21
468,3.0,India v Pakistan,2013-01-06 06:30:00+00:00,odi,49,4475,497,Pakistan Innings,157,48.5,3.21,180,2,9
3239,0.0,Brisbane Heat v Sydney Thunder,2012-01-17 13:00:00+00:00,t20,240,1949,3305,Brisbane Heat Innings,195,20.0,9.75,1554,36,34
3209,0.0,Adelaide Strikers v Hobart Hurricanes,2011-12-28 13:30:00+00:00,t20,240,1934,3275,Hobart Hurricanes Innings,171,20.0,8.55,1539,37,40
3791,0.0,Melbourne Stars v Melbourne Renegades,2020-01-04 13:40:00+00:00,t20,247,2225,3857,Melbourne Stars Innings,143,18.5,7.59,1830,38,35
4330,3.0,New Zealand v South Africa,2014-10-27 05:00:00+00:00,odi,305,3036,4393,South Africa Innings,157,30.4,5.11,2046,4,6
1533,18.0,India v Australia,2006-10-29 09:00:00+00:00,odi,194,827,1603,Australia Innings,252,45.4,5.51,687,2,1
1553,4.0,India v Sri Lanka,2007-02-17 03:30:00+00:00,odi,197,838,1623,Sri Lanka Innings,259,47.0,5.51,698,2,8
1432,5.0,India v Pakistan,2005-04-14 18:30:00+00:00,odi,183,780,1510,Pakistan Innings,252,42.1,5.97,640,2,9
5937,48.0,Kings XI Punjab v Mumbai Indians,2014-05-21 14:30:00+00:00,t20,503,3807,5986,Kings XI Punjab Innings,156,20.0,7.8,2786,21,25
3772,24.0,Sydney Thunder v Brisbane Heat,2019-01-08 13:45:00+00:00,t20,248,2216,3838,Brisbane Heat Innings,186,20.0,9.3,1821,36,34
2776,34.0,Rajasthan Royals v Mumbai Indians,2011-04-29 10:30:00+00:00,t20,236,1713,2842,Rajasthan Royals Innings,95,18.1,5.22,1318,21,27
2990,45.0,Mumbai Indians v Rajasthan Royals,2009-05-14 11:00:00+00:00,t20,238,1821,3056,Mumbai Indians Innings,143,19.5,7.21,1426,27,21
5734,2.0,England v Pakistan,2010-02-20 12:30:00+00:00,t20,490,3643,5785,Pakistan Innings,149,19.0,7.84,2682,5,9
5173,4.0,England v Pakistan,2010-08-26 05:30:00+00:00,test,427,3160,5234,Pakistan 2nd Innings,147,36.5,3.99,2438,5,9
4872,3.0,South Africa v England,2016-01-14 05:00:00+00:00,test,392,3358,4916,South Africa 2nd Innings,83,33.1,2.5,2310,5,6
4759,5.0,West Indies v Australia,2008-07-06 04:00:00+00:00,odi,338,2845,4827,West Indies Innings,172,39.5,4.31,2271,1,3
5844,36.0,Rajasthan Royals v Delhi Daredevils,2015-05-03 14:30:00+00:00,t20,502,3759,5893,Rajasthan Royals Innings,189,20.0,9.45,2738,22,27
3282,0.0,Hobart Hurricanes v Sydney Thunder,2012-12-23 11:00:00+00:00,t20,241,1970,3348,Sydney Thunder Innings,147,20.0,7.35,1575,40,36
4295,3.0,Sri Lanka v New Zealand,2012-11-06 09:00:00+00:00,odi,300,2502,4367,Sri Lanka Innings,200,31.1,6.41,2032,4,8
1323,4.0,India v Australia,2008-11-06 04:00:00+00:00,test,171,715,1394,India 1st Innings,441,124.5,3.53,605,1,2
2153,10.0,Mumbai Indians v Sunrisers Hyderabad,2017-04-12 14:30:00+00:00,t20,231,1391,2212,Sunrisers Hyderabad Innings,158,20.0,7.9,996,21,23
4988,3.0,South Africa v England,2020-02-09 04:30:00+00:00,odi,405,3599,5043,England Innings,257,43.2,5.93,2347,6,5
3994,2.0,New Zealand v Pakistan,2011-01-15 05:30:00+00:00,test,260,2380,4055,Pakistan 2nd Innings,226,92.0,2.45,1920,4,9
3424,17.0,Perth Scorchers v Sydney Sixers,2016-01-02 12:45:00+00:00,t20,243,2042,3490,Sydney Sixers Innings,112,20.0,5.6,1647,39,33
4336,1.0,England v New Zealand,2013-05-31 05:15:00+00:00,odi,302,3290,4376,New Zealand Innings,231,46.5,4.93,2037,5,4
1797,1.0,Chennai Super Kings v Mumbai Indians,2019-05-07 14:00:00+00:00,t20,229,1224,1880,Chennai Super Kings Innings,131,20.0,6.55,829,21,20
2557,72.0,Rajasthan Royals v Mumbai Indians,2012-05-20 14:30:00+00:00,t20,235,1601,2622,Rajasthan Royals Innings,162,20.0,8.1,1206,21,27
2919,21.0,Mumbai Indians v Chennai Super Kings,2010-03-25 14:30:00+00:00,t20,237,1786,2985,Chennai Super Kings Innings,180,20.0,9.0,1391,21,20
1747,20.0,England v India,2009-06-14 12:00:00+00:00,t20,222,1139,1832,India Innings,150,20.0,7.5,804,5,2
2960,1.0,Deccan Chargers v Kolkata Knight Riders,2010-03-12 14:30:00+00:00,t20,237,1806,3026,Deccan Chargers Innings,150,20.0,7.5,1411,24,31
2240,24.0,Kings XI Punjab v Kolkata Knight Riders,2020-10-10 08:30:00+00:00,t20,232,2331,2304,Kolkata Knight Riders Innings,164,20.0,8.2,1042,25,24
4528,5.0,West Indies v England,2009-04-03 04:00:00+00:00,odi,339,2668,4593,England Innings,172,29.0,5.93,2148,3,5
5078,4.0,Sri Lanka v South Africa,2018-08-08 09:00:00+00:00,odi,419,3107,5154,Sri Lanka Innings,306,39.0,7.84,2403,6,8
1490,3.0,Pakistan v India,2006-02-12 18:30:00+00:00,odi,188,805,1560,India Innings,292,47.4,6.12,665,9,2
4338,3.0,England v New Zealand,2013-06-05 08:30:00+00:00,odi,302,3291,4378,New Zealand Innings,253,46.3,5.44,2038,5,4
4676,3.0,Australia v West Indies,2009-06-06 08:30:00+00:00,t20,222,2868,4720,Australia Innings,169,20.0,8.45,2217,3,1
173,2.0,India v England,2016-11-17 04:00:00+00:00,test,18,4331,179,India 1st Innings,455,129.4,3.5,51,5,2
5758,3.0,England v Pakistan,2012-02-27 14:30:00+00:00,t20,493,3658,5809,Pakistan Innings,124,20.0,6.2,2694,5,9
2190,51.0,Delhi Capitals v Mumbai Indians,2020-10-31 08:30:00+00:00,t20,232,2304,2251,Mumbai Indians Innings,111,14.2,7.74,1015,22,21
1709,1.0,India v Australia,2013-10-13 08:00:00+00:00,odi,54,4496,538,Australia Innings,304,50.0,6.08,201,2,1
716,1.0,New Zealand v India,2020-02-05 09:30:00+00:00,odi,84,4694,796,India Innings,347,50.0,6.94,333,4,2
659,2.0,Australia v India,2019-01-15 08:20:00+00:00,odi,77,4646,743,Australia Innings,298,50.0,5.96,305,2,1
5012,1.0,Zimbabwe v South Africa,2014-08-17 04:00:00+00:00,odi,411,3026,5073,Zimbabwe Innings,216,49.5,4.33,2362,6,10
2771,36.0,Kochi Tuskers Kerala v Delhi Daredevils,2011-04-30 10:30:00+00:00,t20,236,1711,2837,Delhi Daredevils Innings,157,20.0,7.85,1316,32,22
2401,3.0,Kings XI Punjab v Gujarat Lions,2016-04-11 14:30:00+00:00,t20,233,1518,2467,Gujarat Lions Innings,162,17.4,9.16,1123,25,29
850,1.0,Australia v Pakistan,2018-10-07 04:30:00+00:00,test,120,416,963,Pakistan 1st Innings,482,164.2,2.93,418,1,9
5217,4.0,Bermuda v Ireland,2007-01-31 04:00:00+00:00,odi,436,3198,5280,Ireland Innings,276,48.4,5.67,2457,16,11
4266,2.0,Kenya v New Zealand,2011-02-20 04:00:00+00:00,odi,41,2484,4330,Kenya Innings,69,23.5,2.89,2014,4,41
5072,1.0,Sri Lanka v South Africa,2018-07-29 04:15:00+00:00,odi,419,3104,5148,Sri Lanka Innings,193,34.3,5.59,2400,6,8
1093,1.0,Australia v New Zealand,2020-03-13 09:00:00+00:00,odi,140,649,1162,New Zealand Innings,187,41.0,4.56,516,1,4
3069,3.0,Delhi Daredevils v Kings XI Punjab,2009-04-19 07:00:00+00:00,t20,238,1863,3135,Kings XI Punjab Innings,104,12.0,8.66,1468,22,25
5101,1.0,South Africa v England,2020-11-27 12:30:00+00:00,t20,416,3889,5121,England Innings,183,19.2,9.46,2386,6,5
3903,0.0,Hobart Hurricanes v Sydney Thunder,2020-01-24 12:40:00+00:00,t20,247,2282,3969,Hobart Hurricanes Innings,185,20.0,9.25,1887,36,40
2010,24.0,Royal Challengers Bangalore v Chennai Super Kings,2018-04-25 14:30:00+00:00,t20,230,1317,2067,Chennai Super Kings Innings,207,19.4,10.52,922,26,20
2487,31.0,Royal Challengers Bangalore v Pune Warriors,2013-04-23 10:30:00+00:00,t20,234,1566,2553,Pune Warriors Innings,133,20.0,6.65,1171,26,30
4615,1.0,West Indies v Bangladesh,2014-08-20 03:30:00+00:00,odi,352,2740,4681,West Indies Innings,219,39.4,5.52,2197,7,3
2529,10.0,Mumbai Indians v Delhi Daredevils,2013-04-09 14:30:00+00:00,t20,234,1587,2595,Delhi Daredevils Innings,165,20.0,8.25,1192,21,22
6024,5.0,Royal Challengers Bangalore v Mumbai Indians,2014-04-19 09:00:00+00:00,t20,503,3850,6073,Royal Challengers Bangalore Innings,116,17.3,6.62,2829,21,26
1647,10.0,Pakistan v India,2008-07-02 10:30:00+00:00,odi,208,885,1717,Pakistan Innings,309,45.3,6.79,745,2,9
4031,3.0,New Zealand v England,2013-03-22 05:00:00+00:00,test,266,2391,4090,England 1st Innings,204,89.2,2.28,1930,4,5
3984,2.0,New Zealand v Australia,2010-03-27 05:30:00+00:00,test,259,2377,4046,Australia 2nd Innings,511,153.0,3.33,1918,4,1
3146,23.0,Mumbai Indians v Delhi Daredevils,2008-05-04 10:30:00+00:00,t20,239,1902,3212,Delhi Daredevils Innings,133,18.5,7.06,1507,21,22
4211,2.0,Bangladesh v New Zealand,2008-10-11 03:30:00+00:00,odi,289,2449,4272,New Zealand Innings,212,50.0,4.24,1984,7,4
3610,40.0,Brisbane Heat v Melbourne Renegades,2018-01-27 12:50:00+00:00,t20,245,2135,3676,Melbourne Renegades Innings,187,20.0,9.35,1740,34,38
5191,1.0,England v Pakistan,2012-01-17 04:30:00+00:00,test,430,3172,5252,Pakistan 2nd Innings,15,3.4,4.09,2444,5,9
2045,5.0,Chennai Super Kings v Kolkata Knight Riders,2018-04-10 14:30:00+00:00,t20,230,1336,2104,Kolkata Knight Riders Innings,202,20.0,10.1,941,20,24
6166,2.0,New Zealand v India,2014-01-22 08:30:00+00:00,odi,57,4508,564,India Innings,277,41.3,6.67,214,4,2
1564,2.0,Bangladesh v India,2007-05-12 04:30:00+00:00,odi,199,843,1634,Bangladesh Innings,238,49.0,4.85,703,2,7
3568,19.0,Melbourne Stars v Melbourne Renegades,2018-01-06 13:40:00+00:00,t20,245,2114,3634,Melbourne Stars Innings,157,20.0,7.85,1719,38,35
1810,51.0,Mumbai Indians v Sunrisers Hyderabad,2019-05-02 14:30:00+00:00,t20,229,1230,1893,Sunrisers Hyderabad Innings,162,20.0,8.1,835,21,23
1284,2.0,India v Pakistan,2007-11-30 03:30:00+00:00,test,168,704,1355,India 2nd Innings,184,42.4,4.31,594,9,2
3306,0.0,Melbourne Stars v Melbourne Renegades,2013-01-06 13:30:00+00:00,t20,241,1982,3372,Melbourne Renegades Innings,147,18.5,7.8,1587,35,38
5496,1.0,Bangladesh v England,2016-10-20 04:30:00+00:00,test,464,3372,5556,England 2nd Innings,240,80.2,2.98,2580,7,5
3841,47.0,Hobart Hurricanes v Adelaide Strikers,2019-01-31 14:00:00+00:00,t20,248,2250,3907,Adelaide Strikers Innings,170,17.5,9.53,1855,40,37
2922,20.0,Royal Challengers Bangalore v Delhi Daredevils,2010-03-25 10:30:00+00:00,t20,237,1787,2988,Royal Challengers Bangalore Innings,166,20.0,8.3,1392,22,26
1826,2.0,Zimbabwe v India,2016-06-20 07:30:00+00:00,t20,226,4776,1855,Zimbabwe Innings,99,20.0,4.95,817,2,10
1994,32.0,Delhi Daredevils v Rajasthan Royals,2018-05-02 14:30:00+00:00,t20,230,1309,2051,Rajasthan Royals Innings,146,12.0,12.16,914,22,27
6121,2.0,New Zealand v Pakistan,2021-01-03 05:30:00+00:00,test,27,2927,6175,Pakistan 1st Innings,297,83.5,3.54,2947,4,9
2108,34.0,Rising Pune Supergiant v Royal Challengers Bangalore,2017-04-29 10:30:00+00:00,t20,231,1367,2167,Royal Challengers Bangalore Innings,96,20.0,4.8,972,28,26
2891,35.0,Delhi Daredevils v Royal Challengers Bangalore,2010-04-04 14:30:00+00:00,t20,237,1772,2957,Delhi Daredevils Innings,184,20.0,9.2,1377,26,22
1183,2.0,Australia v Pakistan,2019-11-05 13:40:00+00:00,t20,158,676,1256,Australia Innings,151,18.3,8.16,563,9,1
5301,5.0,England v Australia,2010-07-03 05:15:00+00:00,odi,444,3242,5362,Australia Innings,277,50.0,5.54,2499,5,1
4976,3.0,South Africa v New Zealand,2013-01-25 09:00:00+00:00,odi,402,3010,5044,New Zealand Innings,260,50.0,5.2,2348,6,4
3345,0.0,Sydney Thunder v Melbourne Stars,2014-01-01 14:10:00+00:00,t20,242,2002,3411,Melbourne Stars Innings,156,19.1,8.13,1607,36,35
2416,71.0,Pune Warriors v Delhi Daredevils,2013-05-19 10:30:00+00:00,t20,234,1526,2482,Pune Warriors Innings,172,20.0,8.6,1131,22,30
1267,1.0,England v India,2007-07-19 05:30:00+00:00,test,167,700,1338,India 1st Innings,201,77.2,2.59,590,5,2
3999,2.0,Australia v New Zealand,2011-12-09 05:00:00+00:00,test,261,2382,4060,New Zealand 1st Innings,150,45.5,3.27,1922,1,4
3332,0.0,Sydney Thunder v Adelaide Strikers,2013-12-27 14:10:00+00:00,t20,242,1996,3398,Adelaide Strikers Innings,153,20.0,7.65,1601,36,37
1433,6.0,India v Pakistan,2005-04-16 18:30:00+00:00,odi,183,781,1511,Pakistan Innings,303,50.0,6.06,641,2,9
2260,56.0,Delhi Daredevils v Royal Challengers Bangalore,2016-05-22 14:30:00+00:00,t20,233,1465,2360,Delhi Daredevils Innings,138,20.0,6.9,1070,26,22
5241,42.0,Bangladesh v Ireland,2007-04-15 04:00:00+00:00,odi,198,3209,5302,Bangladesh Innings,169,41.2,4.08,2468,11,7
3111,40.0,Delhi Daredevils v Kings XI Punjab,2008-05-17 14:30:00+00:00,t20,239,1885,3177,Delhi Daredevils Innings,118,11.0,10.72,1490,25,22
5464,2.0,England v Sri Lanka,2016-05-27 05:30:00+00:00,test,462,3364,5530,England 1st Innings,498,132.0,3.77,2574,8,5
1199,2.0,India v Sri Lanka,2005-12-10 04:00:00+00:00,test,161,684,1279,Sri Lanka 1st Innings,230,83.3,2.75,574,2,8
3904,0.0,Hobart Hurricanes v Sydney Thunder,2020-01-24 12:40:00+00:00,t20,247,2282,3970,Sydney Thunder Innings,128,17.3,7.31,1887,40,36
2360,24.0,Mumbai Indians v Kolkata Knight Riders,2016-04-28 14:30:00+00:00,t20,233,1497,2426,Mumbai Indians Innings,178,18.0,9.88,1102,24,21
1532,18.0,India v Australia,2006-10-29 09:00:00+00:00,odi,194,827,1602,India Innings,249,50.0,4.98,687,1,2
2548,1.0,Kolkata Knight Riders v Delhi Daredevils,2013-04-03 14:30:00+00:00,t20,234,1596,2613,Kolkata Knight Riders Innings,129,18.4,6.91,1201,22,24
4774,0.0,West Indies v Ireland,2010-04-15 04:00:00+00:00,odi,378,2854,4839,West Indies Innings,213,44.0,4.84,2277,11,3
4611,2.0,West Indies v Pakistan,2013-07-16 03:30:00+00:00,odi,351,2738,4677,Pakistan Innings,195,47.5,4.07,2195,3,9
5477,2.0,England v Pakistan,2016-07-22 05:30:00+00:00,test,463,3368,5542,England 1st Innings,589,152.2,3.86,2577,9,5
3042,19.0,Royal Challengers Bangalore v Kolkata Knight Riders,2009-04-29 07:00:00+00:00,t20,238,1847,3108,Royal Challengers Bangalore Innings,143,19.5,7.21,1452,24,26
333,3.0,Bangladesh v India,2010-01-07 09:00:00+00:00,odi,33,4399,344,Bangladesh Innings,296,50.0,5.92,104,2,7
11,3.0,West Indies v India,2011-07-06 04:00:00+00:00,test,2,4284,10,India 1st Innings,347,108.2,3.2,4,3,2
3494,0.0,Melbourne Stars v Sydney Sixers,2015-01-05 13:40:00+00:00,t20,244,2077,3560,Sydney Sixers Innings,150,20.0,7.5,1682,35,33
1178,3.0,Australia v Sri Lanka,2019-11-01 13:40:00+00:00,t20,157,674,1251,Sri Lanka Innings,142,20.0,7.1,561,1,8
3878,0.0,Perth Scorchers v Melbourne Stars,2020-01-15 12:40:00+00:00,t20,247,2269,3944,Perth Scorchers Innings,86,13.5,6.21,1874,35,39
2391,8.0,Sunrisers Hyderabad v Kolkata Knight Riders,2016-04-16 10:30:00+00:00,t20,233,1513,2457,Kolkata Knight Riders Innings,146,18.2,7.96,1118,23,24
653,5.0,West Indies v India,2017-07-06 03:30:00+00:00,odi,70,4600,685,West Indies Innings,205,50.0,4.1,276,2,3
392,5.0,South Africa v India,2011-01-23 04:30:00+00:00,odi,40,4427,401,India Innings,234,40.2,5.8,132,6,2
5342,4.0,England v Sri Lanka,2011-07-06 08:30:00+00:00,odi,448,3263,5403,England Innings,171,23.5,7.17,2519,8,5
5006,1.0,Sri Lanka v South Africa,2014-07-06 04:30:00+00:00,odi,410,3023,5067,Sri Lanka Innings,229,40.3,5.65,2359,6,8
1448,3.0,Zimbabwe v India,2005-08-29 04:00:00+00:00,odi,185,788,1526,Zimbabwe Innings,65,24.3,2.65,648,2,10
1124,3.0,Australia v Sri Lanka,2017-02-22 13:50:00+00:00,t20,150,581,1217,Australia Innings,187,20.0,9.35,544,8,1
5153,2.0,England v Bangladesh,2010-06-04 05:30:00+00:00,test,426,3154,5217,Bangladesh 1st Innings,216,54.1,3.98,2434,5,7
1314,1.0,India v Australia,2008-10-09 04:00:00+00:00,test,171,712,1385,India 2nd Innings,177,73.0,2.42,602,1,2
4097,3.0,Australia v New Zealand,2015-11-27 08:30:00+00:00,test,273,2411,4158,Australia 2nd Innings,187,51.0,3.66,1948,4,1
23,2.0,Australia v India,2012-01-03 05:00:00+00:00,test,4,4287,22,Australia 1st Innings,659,163.0,4.04,7,2,1
2114,31.0,Royal Challengers Bangalore v Gujarat Lions,2017-04-27 14:30:00+00:00,t20,231,1370,2173,Gujarat Lions Innings,135,13.5,9.75,975,26,29
3305,0.0,Melbourne Stars v Melbourne Renegades,2013-01-06 13:30:00+00:00,t20,241,1982,3371,Melbourne Stars Innings,146,20.0,7.3,1587,38,35
997,2.0,Sri Lanka v Australia,2016-08-24 09:00:00+00:00,odi,131,486,1071,Sri Lanka Innings,288,48.5,5.89,471,1,8
5357,2.0,England v Australia,2012-07-01 05:15:00+00:00,odi,451,3274,5418,Australia Innings,251,50.0,5.02,2527,5,1
1542,1.0,India v West Indies,2007-01-21 03:30:00+00:00,odi,196,832,1612,India Innings,338,50.0,6.76,692,3,2
456,2.0,Sri Lanka v India,2012-07-24 09:00:00+00:00,odi,48,4469,484,India Innings,138,33.3,4.11,174,8,2
3090,52.0,Kolkata Knight Riders v Kings XI Punjab,2008-05-25 14:30:00+00:00,t20,239,1873,3156,Kolkata Knight Riders Innings,175,19.4,8.89,1478,25,24
3103,44.0,Kolkata Knight Riders v Rajasthan Royals,2008-05-20 14:30:00+00:00,t20,239,1881,3169,Kolkata Knight Riders Innings,147,20.0,7.35,1486,27,24
4484,37.0,West Indies v South Africa,2007-04-10 04:00:00+00:00,odi,198,2656,4577,South Africa Innings,356,50.0,7.12,2140,3,6
784,0.0,England v India,2014-09-07 09:30:00+00:00,t20,99,4727,856,England Innings,180,20.0,9.0,363,2,5
520,3.0,India v West Indies,2013-11-27 03:30:00+00:00,odi,55,4503,554,West Indies Innings,263,50.0,5.26,209,2,3
2837,2.0,Deccan Chargers v Rajasthan Royals,2011-04-09 10:30:00+00:00,t20,236,1745,2903,Deccan Chargers Innings,137,20.0,6.85,1350,27,31
1887,24.0,Mumbai Indians v Kings XI Punjab,2019-04-10 14:30:00+00:00,t20,229,1257,1946,Kings XI Punjab Innings,197,20.0,9.85,862,21,25
2284,13.0,Kings XI Punjab v Mumbai Indians,2020-10-01 12:30:00+00:00,t20,232,2342,2327,Kings XI Punjab Innings,143,20.0,7.15,1053,21,25
623,3.0,Sri Lanka v India,2017-08-27 09:00:00+00:00,odi,71,4605,691,Sri Lanka Innings,217,50.0,4.34,279,2,8
285,2.0,India v South Africa,2019-10-10 04:00:00+00:00,test,27,4361,296,South Africa 2nd Innings,189,67.2,2.8,82,2,6
657,5.0,India v Australia,2017-10-01 08:00:00+00:00,odi,72,4615,705,Australia Innings,242,50.0,4.84,286,2,1
2399,4.0,Royal Challengers Bangalore v Sunrisers Hyderabad,2016-04-12 14:30:00+00:00,t20,233,1517,2465,Sunrisers Hyderabad Innings,182,20.0,9.1,1122,26,23
2712,66.0,Mumbai Indians v Rajasthan Royals,2011-05-20 14:30:00+00:00,t20,236,1681,2778,Rajasthan Royals Innings,134,13.1,10.17,1286,21,27
1227,1.0,England v Australia,2020-09-04 12:30:00+00:00,t20,160,3730,1265,England Innings,162,20.0,8.1,568,1,5
1251,1.0,South Africa v India,2006-12-15 04:30:00+00:00,test,165,696,1322,India 1st Innings,249,79.5,3.11,586,6,2
5673,3.0,Bangladesh v England,2016-10-12 09:00:00+00:00,odi,481,3536,5726,Bangladesh Innings,277,50.0,5.54,2653,5,7
